,auc_train_score,auc_test_score,bacc_train_score,bacc_test_score,cv_idx,smote__sampling_strategy
0,1.0,0.834354961958869,1.0,0.834354961958869,499,0.45000000000000007
1,1.0,0.8375195189208944,1.0,0.8375195189208944,499,0.5000000000000001
2,1.0,0.8498704275889565,1.0,0.8498704275889565,499,0.5500000000000002
3,1.0,0.8430761819329546,1.0,0.8430761819329546,499,0.6000000000000002
4,1.0,0.8440811987109207,1.0,0.8440811987109207,499,0.6500000000000001
5,1.0,0.8369796338748796,1.0,0.8369796338748796,499,0.7000000000000002
6,1.0,0.8583590816970663,1.0,0.8583590816970663,499,0.7500000000000002
7,1.0,0.8559669756470315,1.0,0.8559669756470314,499,0.8000000000000002
8,1.0,0.8559669756470315,1.0,0.8559669756470314,499,0.8500000000000002
9,1.0,0.8396043057908902,1.0,0.8396043057908901,499,0.9000000000000002
10,1.0,0.8704774244991528,1.0,0.8704774244991528,499,0.9500000000000003
11,1.0,0.8289291711943101,1.0,0.8289291711943101,0,0.45000000000000007
12,1.0,0.8360005268530409,1.0,0.8360005268530409,0,0.5000000000000001
13,1.0,0.8344199677302512,1.0,0.8344199677302513,0,0.5500000000000002
14,1.0,0.8268382231881195,1.0,0.8268382231881195,0,0.6000000000000002
15,1.0,0.8289291711943101,1.0,0.8289291711943101,0,0.6500000000000001
16,1.0,0.8310365833580295,1.0,0.8310365833580295,0,0.7000000000000002
17,1.0,0.8315634363989595,1.0,0.8315634363989595,0,0.7500000000000002
18,1.0,0.824220422140999,1.0,0.824220422140999,0,0.8000000000000002
19,1.0,0.8491059962461721,1.0,0.8491059962461721,0,0.8500000000000002
20,1.0,0.8281471237116796,1.0,0.8281471237116798,0,0.9000000000000002
21,1.0,0.8493776548454015,1.0,0.8493776548454015,0,0.9500000000000003
22,1.0,0.8595936645921828,1.0,0.8595936645921829,1,0.45000000000000007
23,1.0,0.8485791432052421,1.0,0.8485791432052422,1,0.5000000000000001
24,1.0,0.8517237972932925,1.0,0.8517237972932925,1,0.5500000000000002
25,1.0,0.872682669827785,1.0,0.872682669827785,1,0.6000000000000002
26,1.0,0.8802808785274457,1.0,0.8802808785274457,1,0.6500000000000001
27,1.0,0.8556504988639732,1.0,0.8556504988639732,1,0.7000000000000002
28,1.0,0.8540864038987126,1.0,0.8540864038987126,1,0.7500000000000002
29,1.0,0.8514686028515921,1.0,0.8514686028515921,1,0.8000000000000002
30,1.0,0.8823882906911654,1.0,0.8823882906911653,1,0.8500000000000002
31,1.0,0.8808077315683757,1.0,0.8808077315683757,1,0.9000000000000002
32,1.0,0.8543415983404129,1.0,0.854341598340413,1,0.9500000000000003
33,1.0,0.8386183279001614,1.0,0.8386183279001613,2,0.45000000000000007
34,1.0,0.8278754651124501,1.0,0.8278754651124502,2,0.5000000000000001
35,1.0,0.8276038065132207,1.0,0.8276038065132207,2,0.5500000000000002
36,1.0,0.8467433896407522,1.0,0.8467433896407521,2,0.6000000000000002
37,1.0,0.8399272284237216,1.0,0.8399272284237216,2,0.6500000000000001
38,1.0,0.8595772004346538,1.0,0.8595772004346538,2,0.7000000000000002
39,1.0,0.8624666600810037,1.0,0.8624666600810037,2,0.7500000000000002
40,1.0,0.8472702426816819,1.0,0.847270242681682,2,0.8000000000000002
41,1.0,0.8326006783232902,1.0,0.8326006783232902,2,0.8500000000000002
42,1.0,0.8546132569396424,1.0,0.8546132569396424,2,0.9000000000000002
43,1.0,0.8362557212947413,1.0,0.8362557212947412,2,0.9500000000000003
44,1.0,0.8527775033751523,1.0,0.8527775033751523,3,0.45000000000000007
45,1.0,0.8074599097764168,1.0,0.8074599097764168,3,0.5000000000000001
46,1.0,0.8501597023280318,1.0,0.8501597023280318,3,0.5500000000000002
47,1.0,0.8729543284270144,1.0,0.8729543284270145,3,0.6000000000000002
48,1.0,0.8504313609272613,1.0,0.8504313609272613,3,0.6500000000000001
49,1.0,0.8258009812637888,1.0,0.8258009812637888,3,0.7000000000000002
50,1.0,0.8551401099805723,1.0,0.8551401099805723,3,0.7500000000000002
51,1.0,0.8391616450986203,1.0,0.8391616450986203,3,0.8000000000000002
52,1.0,0.8360169910105701,1.0,0.83601699101057,3,0.8500000000000002
53,1.0,0.83890645065692,1.0,0.8389064506569199,3,0.9000000000000002
54,1.0,0.8260561757054892,1.0,0.8260561757054892,3,0.9500000000000003
55,1.0,0.8341647732885509,1.0,0.8341647732885509,4,0.45000000000000007
56,1.0,0.8459613421581218,1.0,0.8459613421581218,4,0.5000000000000001
57,1.0,0.858539958510323,1.0,0.858539958510323,4,0.5500000000000002
58,1.0,0.8401988870229512,1.0,0.8401988870229511,4,0.6000000000000002
59,1.0,0.8483239487635418,1.0,0.8483239487635418,4,0.6500000000000001
60,1.0,0.8624666600810037,1.0,0.8624666600810037,4,0.7000000000000002
61,1.0,0.8643024136454938,1.0,0.8643024136454938,4,0.7500000000000002
62,1.0,0.8666650202509137,1.0,0.8666650202509139,4,0.8000000000000002
63,1.0,0.8724274753860846,1.0,0.8724274753860846,4,0.8500000000000002
64,1.0,0.8506865553689618,1.0,0.8506865553689618,4,0.9000000000000002
65,1.0,0.8459778063156509,1.0,0.8459778063156509,4,0.9500000000000003
66,1.0,0.8370542329349008,1.0,0.8370542329349007,5,0.45000000000000007
67,1.0,0.8559221574632027,1.0,0.8559221574632025,5,0.5000000000000001
68,1.0,0.8742632289505746,1.0,0.8742632289505746,5,0.5500000000000002
69,1.0,0.8569758635450624,1.0,0.8569758635450624,5,0.6000000000000002
70,1.0,0.8551565741381014,1.0,0.8551565741381013,5,0.6500000000000001
71,1.0,0.8546297210971715,1.0,0.8546297210971715,5,0.7000000000000002
72,1.0,0.8692828212980341,1.0,0.8692828212980341,5,0.7500000000000002
73,1.0,0.8611742237149725,1.0,0.8611742237149725,5,0.8000000000000002
