,auc_train_score,auc_test_score,bacc_train_score,bacc_test_score,cv_idx,smote__sampling_strategy
0,1.0,0.7474694104560622,1.0,0.7474694104560622,499,0.15000000000000002
1,1.0,0.7690767519466073,1.0,0.7690767519466073,499,0.20000000000000004
2,1.0,0.7736929922135706,1.0,0.7736929922135707,499,0.25000000000000006
3,1.0,0.7532536151279199,1.0,0.7532536151279199,499,0.30000000000000004
4,1.0,0.7961624026696329,1.0,0.7961624026696329,499,0.3500000000000001
5,1.0,0.7949944382647386,1.0,0.7949944382647386,499,0.40000000000000013
6,1.0,0.7644605116796439,1.0,0.7644605116796441,499,0.45000000000000007
7,1.0,0.7584260289210233,1.0,0.7584260289210234,499,0.5000000000000001
8,1.0,0.7411290322580645,1.0,0.7411290322580645,499,0.5500000000000002
9,1.0,0.739710789766407,1.0,0.739710789766407,499,0.6000000000000002
10,1.0,0.7503615127919911,1.0,0.7503615127919911,499,0.6500000000000001
11,1.0,0.7515294771968855,1.0,0.7515294771968855,499,0.7000000000000002
12,1.0,0.810261401557286,1.0,0.8102614015572859,499,0.7500000000000002
13,1.0,0.7852057842046718,1.0,0.7852057842046718,499,0.8000000000000002
14,1.0,0.8025027808676307,1.0,0.8025027808676306,499,0.8500000000000002
15,1.0,0.7690767519466073,1.0,0.7690767519466073,499,0.9000000000000002
16,1.0,0.7728309232480535,1.0,0.7728309232480535,499,0.9500000000000003
17,1.0,0.8233887932683114,1.0,0.8233887932683113,0,0.15000000000000002
18,1.0,0.8244406196213424,1.0,0.8244406196213425,0,0.20000000000000004
19,1.0,0.841843564735131,1.0,0.841843564735131,0,0.25000000000000006
20,1.0,0.8630713329508511,1.0,0.863071332950851,0,0.30000000000000004
21,1.0,0.8188946261235418,1.0,0.8188946261235418,0,0.3500000000000001
22,1.0,0.831516542359916,1.0,0.8315165423599158,0,0.40000000000000013
23,1.0,0.8684260852935551,1.0,0.8684260852935551,0,0.45000000000000007
24,1.0,0.841174220692293,1.0,0.841174220692293,0,0.5000000000000001
25,1.0,0.7935551730732453,1.0,0.7935551730732453,0,0.5500000000000002
26,1.0,0.8446165614840313,1.0,0.8446165614840313,0,0.6000000000000002
27,1.0,0.8147829412889654,1.0,0.8147829412889653,0,0.6500000000000001
28,1.0,0.8014916810097533,1.0,0.8014916810097532,0,0.7000000000000002
29,1.0,0.8622107477529164,1.0,0.8622107477529164,0,0.7500000000000002
30,1.0,0.8128705297379996,1.0,0.8128705297379997,0,0.8000000000000002
31,1.0,0.8364888123924269,1.0,0.8364888123924268,0,0.8500000000000002
32,1.0,0.8049340218014918,1.0,0.8049340218014917,0,0.9000000000000002
33,1.0,0.8227194492254734,1.0,0.8227194492254734,0,0.9500000000000003
34,1.0,0.8304647160068848,1.0,0.8304647160068848,1,0.15000000000000002
35,1.0,0.816312870529738,1.0,0.816312870529738,1,0.20000000000000004
36,1.0,0.7626697265251483,1.0,0.7626697265251483,1,0.25000000000000006
37,1.0,0.8156435264869,1.0,0.8156435264869,1,0.30000000000000004
38,1.0,0.7862880091795754,1.0,0.7862880091795754,1,0.3500000000000001
39,1.0,0.8040734366035571,1.0,0.8040734366035571,1,0.40000000000000013
40,1.0,0.8013004398546567,1.0,0.8013004398546567,1,0.45000000000000007
41,1.0,0.8038821954484605,1.0,0.8038821954484605,1,0.5000000000000001
42,1.0,0.7740485752533945,1.0,0.7740485752533945,1,0.5500000000000002
43,1.0,0.806655192197361,1.0,0.8066551921973608,1,0.6000000000000002
44,1.0,0.7776821572002295,1.0,0.7776821572002295,1,0.6500000000000001
45,1.0,0.765251482118952,1.0,0.765251482118952,1,0.7000000000000002
46,1.0,0.7759609868043603,1.0,0.7759609868043603,1,0.7500000000000002
47,1.0,0.8152610441767069,1.0,0.8152610441767068,1,0.8000000000000002
48,1.0,0.8235800344234079,1.0,0.8235800344234079,1,0.8500000000000002
49,1.0,0.7916427615222796,1.0,0.7916427615222796,1,0.9000000000000002
50,1.0,0.837540638745458,1.0,0.837540638745458,1,0.9500000000000003
51,1.0,0.7733792312105565,1.0,0.7733792312105565,2,0.15000000000000002
52,1.0,0.7266207687894435,1.0,0.7266207687894435,2,0.20000000000000004
53,1.0,0.7414419583094283,1.0,0.7414419583094282,2,0.25000000000000006
54,1.0,0.7609485561292789,1.0,0.760948556129279,2,0.30000000000000004
55,1.0,0.7592273857334099,1.0,0.7592273857334099,2,0.3500000000000001
56,1.0,0.7669726525148213,1.0,0.7669726525148213,2,0.40000000000000013
57,1.0,0.7794033275960988,1.0,0.7794033275960988,2,0.45000000000000007
58,1.0,0.7706062344616563,1.0,0.7706062344616562,2,0.5000000000000001
59,1.0,0.7935551730732453,1.0,0.7935551730732453,2,0.5500000000000002
60,1.0,0.7804551539491298,1.0,0.7804551539491298,2,0.6000000000000002
61,1.0,0.7847580799388028,1.0,0.7847580799388028,2,0.6500000000000001
62,1.0,0.7832281506980302,1.0,0.7832281506980302,2,0.7000000000000002
63,1.0,0.7731879900554599,1.0,0.7731879900554599,2,0.7500000000000002
64,1.0,0.7723274048575254,1.0,0.7723274048575253,2,0.8000000000000002
65,1.0,0.7768215720022948,1.0,0.7768215720022948,2,0.8500000000000002
66,1.0,0.7856186651367374,1.0,0.7856186651367374,2,0.9000000000000002
67,1.0,0.8032128514056227,1.0,0.8032128514056225,2,0.9500000000000003
68,1.0,0.7371390323197553,1.0,0.7371390323197552,3,0.15000000000000002
69,1.0,0.7502390514438706,1.0,0.7502390514438707,3,0.20000000000000004
70,1.0,0.768885064065787,1.0,0.7688850640657869,3,0.25000000000000006
71,1.0,0.7626697265251483,1.0,0.7626697265251483,3,0.30000000000000004
72,1.0,0.7723274048575254,1.0,0.7723274048575253,3,0.3500000000000001
73,1.0,0.7547332185886403,1.0,0.7547332185886403,3,0.40000000000000013
74,1.0,0.7740485752533945,1.0,0.7740485752533945,3,0.45000000000000007
75,1.0,0.718493019697839,1.0,0.718493019697839,3,0.5000000000000001
76,1.0,0.7847580799388028,1.0,0.7847580799388028,3,0.5500000000000002
77,1.0,0.748326639892905,1.0,0.7483266398929049,3,0.6000000000000002
78,1.0,0.7704149933065595,1.0,0.7704149933065596,3,0.6500000000000001
