,ratio,auc_train_score,auc_test_score,bacc_train_score,bacc_test_score,cv_idx,smote__sampling_strategy
0,1821.2587587587582,1.0,0.6193820224719101,1.0,0.6193820224719101,499,0.0
1,1821.2587587587582,1.0,0.6137640449438201,1.0,0.6137640449438202,499,0.5
2,1821.2587587587582,1.0,0.625,1.0,0.625,499,1.0
3,1821.2587587587582,1.0,0.7275280898876405,1.0,0.7275280898876404,499,2.0
4,1821.2587587587582,1.0,0.8637640449438202,1.0,0.8637640449438202,499,3.0
5,1821.2587587587582,1.0,0.4662921348314607,1.0,0.46629213483146065,499,4.0
6,1821.2587587587582,1.0,0.6081460674157303,1.0,0.6081460674157304,499,5.0
7,1821.2587587587582,1.0,0.6944444444444444,1.0,0.6944444444444444,0,0.0
8,1821.2587587587582,1.0,0.7777777777777778,1.0,0.7777777777777778,0,0.5
9,1821.2587587587582,1.0,0.6777777777777777,1.0,0.6777777777777778,0,1.0
10,1821.2587587587582,1.0,0.6833333333333333,1.0,0.6833333333333333,0,2.0
11,1821.2587587587582,1.0,0.7833333333333334,1.0,0.7833333333333333,0,3.0
12,1821.2587587587582,1.0,0.788888888888889,1.0,0.7888888888888889,0,4.0
13,1821.2587587587582,1.0,0.7833333333333334,1.0,0.7833333333333333,0,5.0
14,1821.2587587587582,1.0,0.8527777777777779,1.0,0.8527777777777779,1,0.0
15,1821.2587587587582,1.0,0.8416666666666667,1.0,0.8416666666666667,1,0.5
16,1821.2587587587582,1.0,0.9777777777777779,1.0,0.9777777777777779,1,1.0
17,1821.2587587587582,1.0,0.8694444444444445,1.0,0.8694444444444445,1,2.0
18,1821.2587587587582,1.0,0.8694444444444445,1.0,0.8694444444444445,1,3.0
19,1821.2587587587582,1.0,0.9888888888888888,1.0,0.9888888888888889,1,4.0
20,1821.2587587587582,1.0,0.7222222222222221,1.0,0.7222222222222222,1,5.0
21,1821.2587587587582,1.0,0.8361111111111111,1.0,0.8361111111111111,2,0.0
22,1821.2587587587582,1.0,0.8472222222222222,1.0,0.8472222222222222,2,0.5
23,1821.2587587587582,1.0,0.8416666666666667,1.0,0.8416666666666667,2,1.0
24,1821.2587587587582,1.0,0.8472222222222222,1.0,0.8472222222222222,2,2.0
25,1821.2587587587582,1.0,0.825,1.0,0.825,2,3.0
26,1821.2587587587582,1.0,0.8416666666666667,1.0,0.8416666666666667,2,4.0
27,1821.2587587587582,1.0,0.9500000000000001,1.0,0.95,2,5.0
28,1821.2587587587582,1.0,0.6194444444444445,1.0,0.6194444444444445,3,0.0
29,1821.2587587587582,1.0,0.8694444444444445,1.0,0.8694444444444445,3,0.5
30,1821.2587587587582,1.0,0.625,1.0,0.625,3,1.0
31,1821.2587587587582,1.0,0.625,1.0,0.625,3,2.0
32,1821.2587587587582,1.0,0.6194444444444445,1.0,0.6194444444444445,3,3.0
33,1821.2587587587582,1.0,0.6194444444444445,1.0,0.6194444444444445,3,4.0
34,1821.2587587587582,1.0,0.6083333333333333,1.0,0.6083333333333334,3,5.0
35,1821.2587587587582,1.0,0.7333333333333333,1.0,0.7333333333333334,4,0.0
