,cv_idx,smote__sampling_strategy,train_score,test_score
57,27,<function _fit_score.<locals>.resampling at 0x7f17cbe6d488>,1.0,0.8456160116641261
58,28,<function _fit_score.<locals>.resampling at 0x7f17cbe771e0>,1.0,0.8723296455031728
59,28,<function _fit_score.<locals>.resampling at 0x7f17cbe77268>,1.0,0.8581265158310908
60,29,<function _fit_score.<locals>.resampling at 0x7f17cbe772f0>,1.0,0.8370543871889431
61,29,<function _fit_score.<locals>.resampling at 0x7f17cbe77378>,1.0,0.8381341572809727
62,30,<function _fit_score.<locals>.resampling at 0x7f17cbe6d510>,1.0,0.8331439955217492
63,30,<function _fit_score.<locals>.resampling at 0x7f17cbe6d598>,1.0,0.8255457868220883
64,31,<function _fit_score.<locals>.resampling at 0x7f17cbe6d620>,1.0,0.8483239487635418
65,31,<function _fit_score.<locals>.resampling at 0x7f17cbe6d6a8>,1.0,0.8370706970924298
66,32,<function _fit_score.<locals>.resampling at 0x7f17cbe6d730>,1.0,0.83837959761599
67,32,<function _fit_score.<locals>.resampling at 0x7f17cbe6d7b8>,1.0,0.8289456353518391
68,33,<function _fit_score.<locals>.resampling at 0x7f17cbe6d840>,1.0,0.8713737693042247
69,33,<function _fit_score.<locals>.resampling at 0x7f17cbe6d8c8>,1.0,0.8488508018044717
70,34,<function _fit_score.<locals>.resampling at 0x7f17cbe77620>,1.0,0.8404705456221806
71,34,<function _fit_score.<locals>.resampling at 0x7f17cbe776a8>,1.0,0.8622279297968323
72,35,<function _fit_score.<locals>.resampling at 0x7f17cbe77730>,1.0,0.8446524416345617
73,35,<function _fit_score.<locals>.resampling at 0x7f17cbe777b8>,1.0,0.849632849287102
74,36,<function _fit_score.<locals>.resampling at 0x7f17cbe6dd08>,1.0,0.8627476969978128
75,36,<function _fit_score.<locals>.resampling at 0x7f17cbe6dd90>,1.0,0.8690768109218636
76,37,<function _fit_score.<locals>.resampling at 0x7f17cbe6de18>,1.0,0.8752899463185101
77,37,<function _fit_score.<locals>.resampling at 0x7f17cbe6dea0>,1.0,0.8692921996156141
78,38,<function _fit_score.<locals>.resampling at 0x7f17cbe77a60>,1.0,0.8599039835210471
79,38,<function _fit_score.<locals>.resampling at 0x7f17cbe77ae8>,1.0,0.8523372869530549
80,39,<function _fit_score.<locals>.resampling at 0x7f17cbe77b70>,1.0,0.8548872055550018
81,39,<function _fit_score.<locals>.resampling at 0x7f17cbe77bf8>,1.0,0.8583590816970663
82,40,<function _fit_score.<locals>.resampling at 0x7f17cbe77c80>,1.0,0.885788139220916
83,40,<function _fit_score.<locals>.resampling at 0x7f17cbe77d08>,1.0,0.864335341960552
84,41,<function _fit_score.<locals>.resampling at 0x7f17cbe77d90>,1.0,0.8527775033751523
85,41,<function _fit_score.<locals>.resampling at 0x7f17cbe77e18>,1.0,0.8595936645921828
86,42,<function _fit_score.<locals>.resampling at 0x7f17cbe6d268>,1.0,0.8493776548454015
87,42,<function _fit_score.<locals>.resampling at 0x7f17cbe6d950>,1.0,0.8671918732918437
88,43,<function _fit_score.<locals>.resampling at 0x7f17cbe6d9d8>,1.0,0.8467598537982811
89,43,<function _fit_score.<locals>.resampling at 0x7f17cbe6da60>,1.0,0.867990384932003
90,44,<function _fit_score.<locals>.resampling at 0x7f17cbe77400>,1.0,0.8441420527511607
91,44,<function _fit_score.<locals>.resampling at 0x7f17cbe77488>,1.0,0.8593384701504824
92,45,<function _fit_score.<locals>.resampling at 0x7f17cbe77510>,1.0,0.837836280417531
93,45,<function _fit_score.<locals>.resampling at 0x7f17cbe77598>,1.0,0.8388899864993908
94,46,<function _fit_score.<locals>.resampling at 0x7f17cbe77840>,1.0,0.8311021273775598
95,46,<function _fit_score.<locals>.resampling at 0x7f17cbe778c8>,1.0,0.849111935847306
96,47,<function _fit_score.<locals>.resampling at 0x7f17cbe77950>,1.0,0.8316488832924648
97,47,<function _fit_score.<locals>.resampling at 0x7f17cbe779d8>,1.0,0.8622009410829081
98,48,<function _fit_score.<locals>.resampling at 0x7f17cbe7d598>,1.0,0.8499451809030198
99,48,<function _fit_score.<locals>.resampling at 0x7f17cbe7d620>,1.0,0.8507176318150104
100,49,<function _fit_score.<locals>.resampling at 0x7f17cbe7d6a8>,1.0,0.8628359746170968
101,49,<function _fit_score.<locals>.resampling at 0x7f17cbe7d730>,1.0,0.8657679657131466
102,50,<function _fit_score.<locals>.resampling at 0x7f17cbe6dae8>,1.0,0.8454509532747211
103,50,<function _fit_score.<locals>.resampling at 0x7f17cbe6db70>,1.0,0.8430883466693009
104,51,<function _fit_score.<locals>.resampling at 0x7f17cbe6dbf8>,1.0,0.8464881951990517
105,51,<function _fit_score.<locals>.resampling at 0x7f17cbe6dc80>,1.0,0.8818614376502354
106,52,<function _fit_score.<locals>.resampling at 0x7f17cbe6df28>,1.0,0.8257845171062598
107,52,<function _fit_score.<locals>.resampling at 0x7f17cbe77048>,1.0,0.8498880437288024
108,53,<function _fit_score.<locals>.resampling at 0x7f17cbe770d0>,1.0,0.8556504988639732
109,53,<function _fit_score.<locals>.resampling at 0x7f17cbe77158>,1.0,0.8663933616516842
110,54,<function _fit_score.<locals>.resampling at 0x7f17cbe7de18>,1.0,0.8640472192037933
111,54,<function _fit_score.<locals>.resampling at 0x7f17cbe7dea0>,1.0,0.8671918732918437
112,55,<function _fit_score.<locals>.resampling at 0x7f17cbe7df28>,1.0,0.8559221574632027
113,55,<function _fit_score.<locals>.resampling at 0x7f17cbe85048>,1.0,0.8187296256050578
114,56,<function _fit_score.<locals>.resampling at 0x7f17cbe7d9d8>,1.0,0.8790012591954404
115,56,<function _fit_score.<locals>.resampling at 0x7f17cbe7da60>,1.0,0.8761680694545696
116,57,<function _fit_score.<locals>.resampling at 0x7f17cbe7dae8>,1.0,0.8588209954271323
117,57,<function _fit_score.<locals>.resampling at 0x7f17cbe7db70>,1.0,0.8506362250646166
118,58,<function _fit_score.<locals>.resampling at 0x7f17cbe85510>,1.0,0.8533423037310209
119,58,<function _fit_score.<locals>.resampling at 0x7f17cbe85598>,1.0,0.8667729824911126
120,59,<function _fit_score.<locals>.resampling at 0x7f17cbe85620>,1.0,0.8267882653908767
121,59,<function _fit_score.<locals>.resampling at 0x7f17cbe856a8>,1.0,0.8362071829628892
122,60,<function _fit_score.<locals>.resampling at 0x7f17cbe850d0>,1.0,0.8836971912147257
123,60,<function _fit_score.<locals>.resampling at 0x7f17cbe85158>,1.0,0.8472867068392109
124,61,<function _fit_score.<locals>.resampling at 0x7f17cbe851e0>,1.0,0.8677187263327736
125,61,<function _fit_score.<locals>.resampling at 0x7f17cbe85268>,1.0,0.8627383186802332
126,62,<function _fit_score.<locals>.resampling at 0x7f17cbe852f0>,1.0,0.8532878922585532
127,62,<function _fit_score.<locals>.resampling at 0x7f17cbe85378>,1.0,0.8601040534755837
128,63,<function _fit_score.<locals>.resampling at 0x7f17cbe85400>,1.0,0.8532878922585532
129,63,<function _fit_score.<locals>.resampling at 0x7f17cbe85488>,1.0,0.8362721854522704
130,64,<function _fit_score.<locals>.resampling at 0x7f17cbe85d90>,1.0,0.8648457308439528
131,64,<function _fit_score.<locals>.resampling at 0x7f17cbe85e18>,1.0,0.8802973426849748
132,65,<function _fit_score.<locals>.resampling at 0x7f17cbe85ea0>,1.0,0.8281471237116796
133,65,<function _fit_score.<locals>.resampling at 0x7f17cbe85f28>,1.0,0.8409809345055814
134,66,<function _fit_score.<locals>.resampling at 0x7f17cbe89048>,1.0,0.8685300550069587
135,66,<function _fit_score.<locals>.resampling at 0x7f17cbe890d0>,1.0,0.8660282324872424
136,67,<function _fit_score.<locals>.resampling at 0x7f17cbe89158>,1.0,0.866889787262244
137,67,<function _fit_score.<locals>.resampling at 0x7f17cbe891e0>,1.0,0.8543475379415468
138,68,<function _fit_score.<locals>.resampling at 0x7f17cbe89268>,1.0,0.8496378617229808
139,68,<function _fit_score.<locals>.resampling at 0x7f17cbe892f0>,1.0,0.8512575168610252
140,69,<function _fit_score.<locals>.resampling at 0x7f17cbe89378>,1.0,0.833349945180903
141,69,<function _fit_score.<locals>.resampling at 0x7f17cbe89400>,1.0,0.829952822352902
142,70,<function _fit_score.<locals>.resampling at 0x7f17cbe85730>,1.0,0.8692828212980341
143,70,<function _fit_score.<locals>.resampling at 0x7f17cbe857b8>,1.0,0.8732095228687149
144,71,<function _fit_score.<locals>.resampling at 0x7f17cbe85840>,1.0,0.8483239487635418
145,71,<function _fit_score.<locals>.resampling at 0x7f17cbe858c8>,1.0,0.8635368303203925
146,72,<function _fit_score.<locals>.resampling at 0x7f17cbe89488>,1.0,0.8213309624946491
147,72,<function _fit_score.<locals>.resampling at 0x7f17cbe89510>,1.0,0.8457061477164214
148,73,<function _fit_score.<locals>.resampling at 0x7f17cbe89598>,1.0,0.8446524416345617
149,73,<function _fit_score.<locals>.resampling at 0x7f17cbe89620>,1.0,0.8569758635450624
150,74,<function _fit_score.<locals>.resampling at 0x7f17cbe896a8>,1.0,0.8551401099805723
151,74,<function _fit_score.<locals>.resampling at 0x7f17cbe89730>,1.0,0.8580295696269222
152,75,<function _fit_score.<locals>.resampling at 0x7f17cbe897b8>,1.0,0.8493611906878725
153,75,<function _fit_score.<locals>.resampling at 0x7f17cbe89840>,1.0,0.8813345846093056
154,76,<function _fit_score.<locals>.resampling at 0x7f17cbe898c8>,1.0,0.8542315594141427
155,76,<function _fit_score.<locals>.resampling at 0x7f17cbe89950>,1.0,0.8754059248459143
156,77,<function _fit_score.<locals>.resampling at 0x7f17cbe899d8>,1.0,0.8679832990920539
157,77,<function _fit_score.<locals>.resampling at 0x7f17cbe89a60>,1.0,0.8869706408642057
158,78,<function _fit_score.<locals>.resampling at 0x7f17cbe7d7b8>,1.0,0.8488654108109904
159,78,<function _fit_score.<locals>.resampling at 0x7f17cbe7d840>,1.0,0.8607511877471014
160,79,<function _fit_score.<locals>.resampling at 0x7f17cbe7d8c8>,1.0,0.8604438685670619
161,79,<function _fit_score.<locals>.resampling at 0x7f17cbe7d950>,1.0,0.8710173095451677
162,80,<function _fit_score.<locals>.resampling at 0x7f17cbe77ea0>,1.0,0.8465046593565807
163,80,<function _fit_score.<locals>.resampling at 0x7f17cbe77f28>,1.0,0.8362886496097994
164,81,<function _fit_score.<locals>.resampling at 0x7f17cbe7d048>,1.0,0.8580131054693931
165,81,<function _fit_score.<locals>.resampling at 0x7f17cbe7d0d0>,1.0,0.8645740722447233
166,82,<function _fit_score.<locals>.resampling at 0x7f17cbe7d158>,1.0,0.8601205176331127
167,82,<function _fit_score.<locals>.resampling at 0x7f17cbe7d1e0>,1.0,0.8457226118739504
168,83,<function _fit_score.<locals>.resampling at 0x7f17cbe7d268>,1.0,0.8504148967697324
169,83,<function _fit_score.<locals>.resampling at 0x7f17cbe7d2f0>,1.0,0.8538312094570121
170,84,<function _fit_score.<locals>.resampling at 0x7f17cbe7d378>,1.0,0.8627383186802332
171,84,<function _fit_score.<locals>.resampling at 0x7f17cbe7d400>,1.0,0.8386347920576904
172,85,<function _fit_score.<locals>.resampling at 0x7f17cbe7d488>,1.0,0.8504148967697324
173,85,<function _fit_score.<locals>.resampling at 0x7f17cbe7d510>,1.0,0.8582847640686226
174,86,<function _fit_score.<locals>.resampling at 0x7f17cbe7dbf8>,1.0,0.843760355225661
175,86,<function _fit_score.<locals>.resampling at 0x7f17cbe7dc80>,1.0,0.8819504274637154
176,87,<function _fit_score.<locals>.resampling at 0x7f17cbe7dd08>,1.0,0.8341507058121811
177,87,<function _fit_score.<locals>.resampling at 0x7f17cbe7dd90>,1.0,0.8763834581483199
178,88,<function _fit_score.<locals>.resampling at 0x7f17cbe85950>,1.0,0.8620635237051065
179,88,<function _fit_score.<locals>.resampling at 0x7f17cbe859d8>,1.0,0.8644556297551415
