,cv_idx,smote__sampling_strategy,train_score,test_score
154,29,<function _fit_score.<locals>.resampling at 0x7f17cbf858c8>,1.0,0.9347460568628452
155,30,<function _fit_score.<locals>.resampling at 0x7f17cbf1bd90>,1.0,0.9176235509456987
156,30,<function _fit_score.<locals>.resampling at 0x7f17cbf23400>,1.0,0.9180435224730527
157,30,<function _fit_score.<locals>.resampling at 0x7f17cbf23488>,1.0,0.9293720764693919
158,30,<function _fit_score.<locals>.resampling at 0x7f17cbf23510>,1.0,0.9387426276184665
159,30,<function _fit_score.<locals>.resampling at 0x7f17cbf23598>,1.0,0.9297915395566403
160,31,<function _fit_score.<locals>.resampling at 0x7f17cbf1b620>,1.0,0.9348266219239373
161,31,<function _fit_score.<locals>.resampling at 0x7f17cbf1b6a8>,1.0,0.9325889770185073
162,31,<function _fit_score.<locals>.resampling at 0x7f17cbf1b730>,1.0,0.9269946105348791
163,31,<function _fit_score.<locals>.resampling at 0x7f17cbf1b7b8>,1.0,0.9318898718730935
164,31,<function _fit_score.<locals>.resampling at 0x7f17cbf1b840>,1.0,0.9366448037421192
165,32,<function _fit_score.<locals>.resampling at 0x7f17cbf16598>,1.0,0.9320291844620703
166,32,<function _fit_score.<locals>.resampling at 0x7f17cbf16620>,1.0,0.9317495424039047
167,32,<function _fit_score.<locals>.resampling at 0x7f17cbf166a8>,1.0,0.941399735611145
168,32,<function _fit_score.<locals>.resampling at 0x7f17cbf16730>,1.0,0.9462949969493594
169,32,<function _fit_score.<locals>.resampling at 0x7f17cbf167b8>,1.0,0.9446166361602603
170,33,<function _fit_score.<locals>.resampling at 0x7f17cbf1b8c8>,1.0,0.9474140736221272
171,33,<function _fit_score.<locals>.resampling at 0x7f17cbf1b950>,1.0,0.9353859060402684
172,33,<function _fit_score.<locals>.resampling at 0x7f17cbf1b9d8>,1.0,0.9275538946512101
173,33,<function _fit_score.<locals>.resampling at 0x7f17cbf1ba60>,1.0,0.9507702867602197
174,33,<function _fit_score.<locals>.resampling at 0x7f17cbf1bae8>,1.0,0.9338473662802522
175,34,<function _fit_score.<locals>.resampling at 0x7f17cbf23bf8>,1.0,0.9373426573426573
176,34,<function _fit_score.<locals>.resampling at 0x7f17cbf23c80>,1.0,0.9314685314685315
177,34,<function _fit_score.<locals>.resampling at 0x7f17cbf23d08>,1.0,0.9397202797202797
178,34,<function _fit_score.<locals>.resampling at 0x7f17cbf23d90>,1.0,0.947972027972028
179,34,<function _fit_score.<locals>.resampling at 0x7f17cbf23e18>,1.0,0.9370629370629371
180,35,<function _fit_score.<locals>.resampling at 0x7f17cbf85bf8>,1.0,0.9574825174825174
181,35,<function _fit_score.<locals>.resampling at 0x7f17cbf85c80>,1.0,0.9462937062937063
182,35,<function _fit_score.<locals>.resampling at 0x7f17cbf85d08>,1.0,0.9531468531468532
183,35,<function _fit_score.<locals>.resampling at 0x7f17cbf85d90>,1.0,0.9486713286713286
184,35,<function _fit_score.<locals>.resampling at 0x7f17cbf85e18>,1.0,0.9565034965034964
185,36,<function _fit_score.<locals>.resampling at 0x7f17cbf8d268>,1.0,0.932867132867133
186,36,<function _fit_score.<locals>.resampling at 0x7f17cbf8d2f0>,1.0,0.9324475524475526
187,36,<function _fit_score.<locals>.resampling at 0x7f17cbf8d378>,1.0,0.9489510489510489
188,36,<function _fit_score.<locals>.resampling at 0x7f17cbf8d400>,1.0,0.939020979020979
189,36,<function _fit_score.<locals>.resampling at 0x7f17cbf8d488>,1.0,0.947132867132867
190,37,<function _fit_score.<locals>.resampling at 0x7f17cbf23158>,1.0,0.9166377418202236
191,37,<function _fit_score.<locals>.resampling at 0x7f17cbf231e0>,1.0,0.9277265070695727
192,37,<function _fit_score.<locals>.resampling at 0x7f17cbf23268>,1.0,0.9159384411209229
193,37,<function _fit_score.<locals>.resampling at 0x7f17cbf232f0>,1.0,0.9346061967229851
194,37,<function _fit_score.<locals>.resampling at 0x7f17cbf23378>,1.0,0.9374100352202543
195,38,<function _fit_score.<locals>.resampling at 0x7f17cbf1b378>,1.0,0.9275866469297126
196,38,<function _fit_score.<locals>.resampling at 0x7f17cbf1b400>,1.0,0.9277265070695727
197,38,<function _fit_score.<locals>.resampling at 0x7f17cbf1b488>,1.0,0.9315160022459293
198,38,<function _fit_score.<locals>.resampling at 0x7f17cbf1b510>,1.0,0.9281460874891532
199,38,<function _fit_score.<locals>.resampling at 0x7f17cbf1b598>,1.0,0.9230978510540554
200,39,<function _fit_score.<locals>.resampling at 0x7f17cbf1be18>,1.0,0.9298310448675412
201,39,<function _fit_score.<locals>.resampling at 0x7f17cbf1bea0>,1.0,0.9310964218263489
202,39,<function _fit_score.<locals>.resampling at 0x7f17cbf1bf28>,1.0,0.9385355520392016
203,39,<function _fit_score.<locals>.resampling at 0x7f17cbf23048>,1.0,0.9247761727323771
204,39,<function _fit_score.<locals>.resampling at 0x7f17cbf230d0>,1.0,0.9365708743810934
205,40,<function _fit_score.<locals>.resampling at 0x7f17cbf8d510>,1.0,0.9236378889566809
206,40,<function _fit_score.<locals>.resampling at 0x7f17cbf8d598>,1.0,0.9255958918039455
207,40,<function _fit_score.<locals>.resampling at 0x7f17cbf8d620>,1.0,0.9222391702257473
208,40,<function _fit_score.<locals>.resampling at 0x7f17cbf8d6a8>,1.0,0.9307707952003254
209,40,<function _fit_score.<locals>.resampling at 0x7f17cbf8d730>,1.0,0.9331482611348384
210,41,<function _fit_score.<locals>.resampling at 0x7f17cbf8dd08>,1.0,0.9404209884075655
211,41,<function _fit_score.<locals>.resampling at 0x7f17cbf8dd90>,1.0,0.9493720764693919
212,41,<function _fit_score.<locals>.resampling at 0x7f17cbf8de18>,1.0,0.9325889770185073
213,41,<function _fit_score.<locals>.resampling at 0x7f17cbf8dea0>,1.0,0.9335677242220867
214,41,<function _fit_score.<locals>.resampling at 0x7f17cbf8df28>,1.0,0.9384629855603009
215,42,<function _fit_score.<locals>.resampling at 0x7f17cbf16048>,1.0,0.9482529997966238
216,42,<function _fit_score.<locals>.resampling at 0x7f17cbf160d0>,1.0,0.9472742525930444
217,42,<function _fit_score.<locals>.resampling at 0x7f17cbf16158>,1.0,0.9427984543420785
218,42,<function _fit_score.<locals>.resampling at 0x7f17cbf161e0>,1.0,0.9405608094366483
219,42,<function _fit_score.<locals>.resampling at 0x7f17cbf16268>,1.0,0.9409802725238966
220,43,<function _fit_score.<locals>.resampling at 0x7f17cbf23ea0>,1.0,0.939022269676632
221,43,<function _fit_score.<locals>.resampling at 0x7f17cbf23f28>,1.0,0.9358053691275167
222,43,<function _fit_score.<locals>.resampling at 0x7f17cbf2b048>,1.0,0.9304911531421598
223,43,<function _fit_score.<locals>.resampling at 0x7f17cbf2b0d0>,1.0,0.9395820622330691
224,43,<function _fit_score.<locals>.resampling at 0x7f17cbf2b158>,1.0,0.9500711816148057
225,44,<function _fit_score.<locals>.resampling at 0x7f17cbf8da60>,1.0,0.9239160839160839
226,44,<function _fit_score.<locals>.resampling at 0x7f17cbf8dae8>,1.0,0.9377622377622377
227,44,<function _fit_score.<locals>.resampling at 0x7f17cbf8db70>,1.0,0.9423776223776223
228,44,<function _fit_score.<locals>.resampling at 0x7f17cbf8dbf8>,1.0,0.9404195804195804
229,44,<function _fit_score.<locals>.resampling at 0x7f17cbf8dc80>,1.0,0.9432167832167832
230,45,<function _fit_score.<locals>.resampling at 0x7f17cbf16ae8>,1.0,0.9179020979020979
231,45,<function _fit_score.<locals>.resampling at 0x7f17cbf16b70>,1.0,0.9234965034965035
232,45,<function _fit_score.<locals>.resampling at 0x7f17cbf16bf8>,1.0,0.9353846153846155
233,45,<function _fit_score.<locals>.resampling at 0x7f17cbf16c80>,1.0,0.940979020979021
234,45,<function _fit_score.<locals>.resampling at 0x7f17cbf16d08>,1.0,0.9331468531468532
235,46,<function _fit_score.<locals>.resampling at 0x7f17cbf16d90>,1.0,0.9300699300699301
236,46,<function _fit_score.<locals>.resampling at 0x7f17cbf16e18>,1.0,0.9388811188811188
237,46,<function _fit_score.<locals>.resampling at 0x7f17cbf16ea0>,1.0,0.9402797202797203
238,46,<function _fit_score.<locals>.resampling at 0x7f17cbf16f28>,1.0,0.938041958041958
239,46,<function _fit_score.<locals>.resampling at 0x7f17cbf1b048>,1.0,0.9360839160839162
240,47,<function _fit_score.<locals>.resampling at 0x7f17cbf23950>,1.0,0.9528543719054668
241,47,<function _fit_score.<locals>.resampling at 0x7f17cbf239d8>,1.0,0.9616987392169873
242,47,<function _fit_score.<locals>.resampling at 0x7f17cbf23a60>,1.0,0.9513092746669389
243,47,<function _fit_score.<locals>.resampling at 0x7f17cbf23ae8>,1.0,0.9542596090041345
244,47,<function _fit_score.<locals>.resampling at 0x7f17cbf23b70>,1.0,0.9608595783778265
245,48,<function _fit_score.<locals>.resampling at 0x7f17cbf2b488>,1.0,0.9292716043081006
246,48,<function _fit_score.<locals>.resampling at 0x7f17cbf2b510>,1.0,0.9316558623857895
247,48,<function _fit_score.<locals>.resampling at 0x7f17cbf2b598>,1.0,0.9379694757796948
248,48,<function _fit_score.<locals>.resampling at 0x7f17cbf2b620>,1.0,0.9407799499770303
249,48,<function _fit_score.<locals>.resampling at 0x7f17cbf2b6a8>,1.0,0.9309565616864888
250,49,<function _fit_score.<locals>.resampling at 0x7f17cbf23620>,1.0,0.9171971823796642
